100,0,0,97,3,upload://IMPORT_HAT_Asset_Locations_89c73da4-81fa-167c-53d1-56e639666a78-0
57,0,0,57,0,upload://IMPORT_HAT_Asset_Locations_89c73da4-81fa-167c-53d1-56e639666a78-1
